adrs,codes
7680 SW 46TH BLVD,120010022192019
201 E UNIVERSITY AVE,120010005001046
104 SE 4TH PL,120010005001081
824 NORTHWEST 40 AVENUE,120010003022016
2853 NW 21 TERRACE,120010011003000
310 NW 7TH AVE,120010002001001
4735 NW 29TH TERRACE,120010012021005
1700 12TH RD,120010010001033
107 NE 9TH ST,120010005004028
907 NW 7TH AVENUE,120010002003005
6519 W NEWBERRY RD THE OAKS CONDOMINIUMS UNIT 1209,120010022023021
CELEBRATION POINT AVE,NA
NE PARK,NA
420 NE 9 AVE,120010005003040
1582 NORTHWEST 7TH AVENUE,120010010004011
800 1018 GALE LEMERAND DR,NA
NE 9TH AVE AND NE 8TH ST,NA
2132 NW 50TH PL,120010012025002
418 E UNIVERSITY AVE,120010005001028
5033 NW 81ST AVE,120010018131012
WALDO ROAD GREENWAY DEPOT AVENUE RAIL TRAIL,NA
SE 16TH AVE,NA
1704 NW 7TH AVENUE,120010010004010
407 NE 9TH ST,120010005004020
3141 NW 13TH STREET,120010008083001
109 S MAIN ST,120010005001058
2853 N MAIN ST,120010004004009
249 299 NE STATE RD 24,120010005005029
158 NW 15 TERRACE,120010010003026
1710 NW 7TH ST,120010003011027
2001 NW 23RD ST,120010011003014
1126 NW 16TH AVE,120010003011025
3930 NW 33RD PL,120010011001012
1730 NW 31ST PL,120010012031040
758 NW 22ND ST,120010010004009
3009 NW 2ND AVE,120010010002012
500 598 SOUTHEAST 9TH PLACE,120010007002008
615 SE 25TH ST,120010006003010
1009 NW 6TH PL,120010022071007
4205 NW 18TH PL,120010017021015
616 SW 21ST AVE,120010008082008
1400 MAIN STREET,120010008061011
555 NW 31ST AVE,120010003021006
201 SE 1ST ST,120010005001084
1433 NW 3RD AVE,120010010003018
301 NW 10TH AVE,120010003012051
1040 NE 5TH TER,120010005003015
4040 NW 47TH PL,120010012011012
2302 SOUTHWEST 42ND STREET,120010015213023
SW 47 TH AVENUE,NA
2866 2900 SOUTHWEST 23RD TERRACE,120010010002033
1632 SOUTHWEST 16TH STREET,120010008091004
1424 NE 9TH ST,120010005003001
228 NW 15TH AVE,120010003012003
WALDO RD GREENWAY DEPOT AVENUE RAIL TRAIL,NA
200 E UNIVERSITY AVE,120010005001023
1950 NE 39TH AVE,120010019021021
212 SW 2ND AVE,120010005001062
1705 1715 NORTHWEST 22ND STREET,120010011003018
702 NW 11TH AVE,120010003012041
1526 NW 7TH AVE,120010010004011
809 NORTH MAIN STREET,120010003012061
926 NW 13TH ST,120010010001028
832 NW 10TH AVE,120010003012038
3214 NW 20TH ST,120010012031048
2356 2358 W UNIVERSITY AVE,120010010002001
404 498 NW 14TH AVE,120010003012018
2204 NW 2ND AVE,120010010004032
2700 NW 51 ST,120010017011012
1852 NORTHWEST 34TH PLACE,120010012031023
3131 NW 10TH PL,120010010005016
2444 NE 13TH AVE,120010006001000
2824 NORTHWEST 28 PLACE,120010011004000
8000 NW 51ST DR,NA
224 NE 16TH AVE,120010004003018
1827 NW 39TH TER,120010017021004
1032 NE 19 PL,120010004003012
2811 NWTH 4TH LANE,NA
414 SOUTHEAST 2 STREET,120010005001081
5700 NW 23RD ST,120010017012024
2 174 SW 3RD AVE,120010005001097
306 NW 7TH TER,120010002001025
4118 NORTHWEST 46TH DRIVE,120010018113025
1000 SW 11TH TER,120010008061008
3937 NW 60TH AVE,120010018034015
2134 NW 6TH ST,120010003011012
4121 NW 16TH BLVD,120010017021000
320  NW  24 TH  ST,120010010002001
718 NW 10TH AVE,120010003012058
LITTLE HALL,NA
3315 NORTHWEST 6TH STREET,120010003021010
311 SE 13TH AVE,120010007002049
1510 NW 47TH TERRACE,120010018141043
1315 NE 7TH TERRACE,120010005003002
5700 NW 23RD ST,120010017012024
515 NW 23RD AVENUE,120010003011005
900 SOUTHWEST 62ND BOULEVARD,120010016044006
"3500 3694 SW 27TH ST
GAINESVILLE FL 32608
UNITED STATES",120010012022011
ARCHER NEAR 23RD TERRACE AND ARCHER NEAR 23RD DRIVE,NA
115 SE 1 ST,120010005001057
2888 SW 1ST WAY,120010008081003
WALDO ROAD GREENWAY,NA
NW 28 LANE AT NW 43RD STREET,NA
317 SW 23RD TERRACE,120010010002032
2010 NW 8TH AVE,120010010001012
526 SW 41ST ST,120010016042013
"RAIL TO TRAIL BIKE PATH
GAINESVILLE FL 32641
UNITED STATES",NA
LOT 177 IN LAMPLIGHTER MHC 5200 NE 39TH AVE,120010019022028
3241 NW 47 PLACE,120010012024002
415 NW 39TH RD,120010016031008
1106 NORTHWEST 51 TERRACE,120010017022027
1307 NW 39TH TERRACE,120010017021021
1 437 NW 62ND ST,120010016041000
"GAINESVILLE FL 32608
UNITED STATES",NA
1212 SW 1ST AVENUE,120010002005000
1633 NW 10TH AVENUE,120010010001029
4359 NW 36TH TERRACE,120010012011000
2899 2999 SW 34TH ST,120010015141004
4322 NW 20TH TERR,120010012031007
3933 SW 26TH DR,120010015162004
301 399 SE 6 ST,NA
220 NW 15 TERRACE,120010010003012
4328 NW 25TH TERRACE,120010012021018
2402 NORTHEAST 11TH STREET,120010004004028
493 599 NE 16TH AVE,120010005003005
560 SW 3RD AVE,120010002002004
ARCHER RD EXXON,NA
2524 NORTHWEST 12TH AVENUE,120010010005003
907 NORTHWEST 35TH AVENUE,120010003023009
2020 NW 23RD TER,120010011004022
850 NE 8TH AVE,120010005003033
2444 NE 13TH AVE,120010006001000
3540 E UNIVERSITY AVE,120010016031027
1679 NW 2ND AVENUE,120010010003027
719 NW 24TH AVENUE,120010003023044
8620 NW 13TH STREET,120010018032002
3501 NE 12TH ST,120010004004000
319 NW 4TH AVE,120010002001020
1221 W UNIVERSITY AVE,120010002005000
4025 NW 35TH STREET,120010012011023
1701 1799 NW 3RD AVE,120010010003005
511 NW 15TH ST,120010010004031
398 HULL ROAD,120010009011021
1931A NW 6TH ST,120010003011016
2344 SOUTHWEST 34 PLACE,120010015153000
1711 NORTHWEST 12TH STREET,120010003011025
2204 NW 2 AVE,120010010004032
HOPEWELL MISSIONARY BAPTIST CHURCH,NA
1907 NW 10TH AVE,120010010001015
1001 1075 SR 20,NA
3213 NORTHWEST 63RD PL,120010018033003
1509 1599 SW ARCHER RD,120010022201000
1 NW 16TH AVENUE,120010003012001
704 NW 31 PLACE,120010003023021
1126 NW 16TH AVE,120010003011025
601 NW 36TH ST,120010016031006
5014 NORTHWEST 39TH TERRACE,120010012011012
WESTSIDE PARK,NA
3310 3314 SW 33 PL,120010012022011
3333 NORTHWEST 38TH STREET,120010011001006
4021 NW 21 STREET,120010012031019
1000 1300 NW 2ND STREET,120010003012020
4225 4235 NORTHWEST 27TH DRIVE,120010012021017
NE BOULEVARD   NE 10TH AVE,NA
1349 NW 23 AVE,120010011003028
1615 NW 7TH AVE,120010010004012
740 NW 20 TH STREET,120010010004007
50 NW 13TH ST,120010007001001
"3700 SW 27TH ST
GAINESVILLE FL 32608
UNITED STATES",120010015171007
1 99 NW 22ND ST,NA
1603 NE 15TH TER,120010004002017
3185 3277 NW 31 BLVD,120010012022011
800 NW 1ST PL,120010016041002
3412 NORTHWEST 13TH AVENUE,120010017021007
901 999 SW 7TH AVE,120010002006013
1326 NE 15TH STREET,120010005002002
2302 2398 NW 45TH AVE,120010012025010
SOUTHWEST 40 PLACE,NA
1435 NW 7TH AVE,120010010004013
223 NW 28TH TERRACE,120010010002002
530 NORTHEAST 9TH STREET,120010005004009
NORTHWEST 43RD STREET,NA
4000 SW 40TH BLVD,120010015191006
910 NW 7TH AVENUE,120010002003001
4530 NW 28TH TER,120010012021005
65 99 SE 3RD ST,NA
2231 NW 21 AVE,120010011003014
2337 SW ARCHER RD,120010015142000
1724 NW 7TH AVENUE,120010010004010
2051 NW 14TH PLACE,120010010001007
2518 NE 12TH ST,120010004004026
2841 SW 13TH ST,120010008083001
301 SW 5TH ST,120010002002008
439 NW37TH AVE,NA
513 NE 9TH ST,120010005004015
819 NW 10TH AVE,120010003012043
723 NE 9TH AVE,120010005003035
116 SW 1ST AVE,120010005001061
317 NW 2ND ST,120010005001013
20 S MAIN STREET,120010005001060
NE 2ND   NE 3RD,120010005001015
801 SE 4TH ST,120010003012054
218 NW 35TH TERRACE,120010016031027
2101 NORTHWEST 16TH TERRACE,120010011003028
1300 1398 NE 10TH ST,120010003012012
1036 NE 1ST AVE,120010005004029
936 1018 SOUTHWEST DEPOT AVENUE,120010002006017
1610 NW 6TH AVENUE,120010010004012
929 SE 9TH AVE,120010003012048
106 112 NORTHWEST 3RD AVENUE,NA
1608 NE 30TH AVE,120010004001007
1326 NW 12TH RD,120010010001021
609 NW 19TH AVENUE,120010003011030
200 272 SOUTHWEST 7 TERRACE,120010002004019
526 NE 7TH STREET,120010005005015
35 N MAIN ST,120010005001049
901 913 SW 6TH ST,120010002006011
1600 1638 NE 17TH WAY,120010004002019
NW 13TH ST  NW 10TH AVE,NA
124 SW 23RD ST,120010010002032
417 NE 6TH AVE,120010005005019
2356 WEST UNIVERSITY AVENUE,120010010002001
1204 NW 18 AVE,120010003011025
2109 SW 39TH WAY,120010015211003
13 SW 23RD DR,120010010002031
614 NE 5TH AVE,120010005005015
378 420 SE 1ST AVE,120010005001030
102 198 SE 1ST AVE,120010005001047
700 NW 3 ST,120010002001001
6100 NORTHWEST 41 DRIVE,120010018034007
600 SOUTHEAST 8TH STREET,120010007001032
2878 NW 4 LN,120010010002001
1003 NW 22ND ST,120010010001011
1100 1298 6TH TERRACE,120010005003008
1040 S MAIN ST,120010008061001
516 524 NE 2ND AVE,120010005005037
2337 SW ARCHER RD,120010015142000
320 NW 10TH AVE,120010003012052
4330  NW 27 TH TERR,120010012021000
1420 NW 2ND ST,120010003012019
1717 NW 23RD AVE,120010011003008
2461 2549 OLD ARCHER RD,120010015142001
3102 SW 34TH ST,120010015191001
616 NE 2ND ST,120010005001007
800 818 SE 1ST AVE,120010005001033
1024 W UNIVERSITY  AVE,120010002004015
5000 NW 34TH BLVD,120010012011006
NW 4TH ST   NW 5TH AVE,NA
782 798 NE STATE RD 24,120010005005005
1119 NW 5TH AVE,120010002003019
900 NE 17TH ST,120010006001030
1326 NW 11TH ROAD,120010010001024
3324 FLORIDA 26,120010010002001
752 798 SOUTHWEST 2ND AVENUE,120010002004017
713 NE 10TH AVENUE,120010005003030
1015 NW 22ND AVE,120010003011024
1475 1487 NORTHEAST 8TH AVENUE,120010005004000
NORTHEAST PARK,NA
14 SW 32 ST,120010010002034
3611 SW 34TH ST,120010015172000
303 NW 36TH DR GAINESVILLE,120010016031009
111 211 NW 23RD DR,120010010002024
1565 NE 6TH AVE,120010006002012
2026 NORTHWEST 26TH STREET,120010011004023
NW 7TH STREET AND NW 21ST AVENUE,120010003011013
1912 NW 5TH AVE,120010010004026
1035 SE 4TH ST,120010007002021
1024 NE 4TH STREET,120010005003041
1824 NW 10TH AVE,120010010001018
1903 NW 36TH TER,120010011002018
811 NW 19TH AVE,120010003011027
3746 NW 23RD PL,120010011002002
1410 NW 7TH ROAD,120010010004001
501 NE 16TH AVE,120010005003005
307 SW 41 ST,120010016042017
NORTHWEST 13TH TERRACE,NA
4322 NW 20TH TERR GAINESVILLE FLORIDA,120010012031007
4025 NW 35TH ST,120010012011023
22 SE 5TH AVE,120010005001088
208 NE 5TH AVE,120010005005021
429 SW 7TH TERR,120010002002013
1001 WALDO ROAD GREENWAY DEPOT AVENUE RAIL TRAIL,120010006001040
723 NW 4TH ST,120010002001001
WALDO RD GREENWAY DEPOT AVENUE RAIL TRAIL,NA
2204 NW 5TH PL,120010010004032
5117 NORTHWEST 28TH TERRACE,120010012021000
1748 NW 12TH RD GAINESVILLE,120010003011026
1989 1999 SOUTHWEST 38TH TERRACE,120010015201010
1 RAIL TO TRAIL BIKE PATH,NA
1630 NW 29TH RD,120010012031053
1919 NORTHWEST 4TH AVENUE,120010010004038
3035 NW 6 ST,120010003021006
NE 10TH AVE AND NE 9TH ST,NA
1700 1898 SW 66TH DR,120010022193010
1500 UNION RD,NA
149 199 SOUTHWEST 12TH STREET,120010002004021
NE 5TH AVENUE AT NE 7TH STREET,NA
521 NW 3 ST,120010002001009
3328 NW 21 AVE,120010011004010
1451 1505 SR 24 E,NA
2117 2399 NW 55TH BLVD,120010017011014
1100 NW 16TH ST,120010010001019
4702 4710 NORTHWEST 13TH AVENUE,120010017022029
901 911 NE 6TH AVE,120010005004015
NE 5TH AVE AT NE 7TH ST,NA
116 SOUTHEAST 1ST STREET,120010005001058
NE 3RD PL,NA
714 NE 1ST STREET,120010005001001
3715 NORTHWEST 12TH AVENUE,120010017021007
149 199 NW 16TH ST,120010010003026
8620 NW 13 ST,120010018032002
842 NW 52ND TER,120010017022026
2203 NE 9TH TERRACE,120010004003000
2810 NW 32ND ST,120010011004004
405 NW 7TH AVE,120010002001006
4217 NORTHWEST 43RD STREET,120010012011016
104 NW 23RD DR,120010010002001
100 N MAIN ST,120010005001021
1001 NE 16 AVE,120010005003000
671 NORTHEAST 15TH TERRACE,120010006002003
1105 NORTHWEST 40 DRIVE,120010017021032
1400 BLOCK OF NE 2ND ST,NA
1018 NORTHEAST 28TH AVENUE,120010004004011
4613 NW 25TH DR,120010012021015
306 NW 8TH ST,120010002003025
2109 NE 9TH STREET,120010004003001
3701 3715 NORTHWEST 20TH PLACE,120010011002015
1400 NW 2ND ST,120010003012019
2020 33RD AVE,120010012031045
1929 NW 7TH LANE,120010010004025
302 NW 6TH ST,120010002001026
"GAINESVILLE FL 32608
UNITED STATES",NA
2801 E UNIVERSITY AVE,120010010002020
422 NW 3RD AVE,120010002001019
2499 BIRNAM WOODS WAY,120010012021010
755 NW 18TH ST,120010010004004
523 NORTHEAST 4TH AVENUE,120010005005030
4322 NW 20TH TERR,120010012031007
853 899 NE 16TH AVE,120010005003001
2156 NW 4TH PL,120010010004035
4226 NW 32ND STREET,120010012024010
516 530 NORTHEAST 10TH AVENUE,120010005003016
1105 NORTHWEST 40 DRIVE,120010017021032
2 98 SE 10TH AVE,NA
300 SW 2ND AVE,120010005001063
1845 NW 5TH AVENUE,120010010003003
1202 SW 1 AVE,120010002005000
3004 SW 4 CT,120010008081003
NW 44TH ST,NA
1522 NW 4TH ST,120010003012004
10 SW 2ND ST,120010005001062
3398 W UNIVERSITY AVE,120010010002001
NW 43RD ST,NA
300 NW 8TH ST,120010002003025
2069 NE STATE RD 24,NA
315 NW 28TH TER,120010010002002
2238 NW 20 CT,120010011003014
8620 NW 13 ST  115,120010018032002
2801 NW 23RD BLVD,120010012032000
2029 NW 21ST LANE,120010011003021
200 NE 3RD ST,120010005005034
1300 SR 226 W,NA
318 SE 2ND AVE,120010005001031
1674 NORTHWEST 34TH STREET,120010011002021
405 NORTHEAST 10TH AVENUE,120010005003040
2041NORTHWEST 7TH PLACE,NA
205 SE 6 ST,120010005001040
1605 SW 42ND ST,120010015201007
801 899 NE 4TH AVE,120010005004024
2824 NE 12TH ST,120010004004014
401 NW 36TH TER,120010016031028
968 998 SE 9 ST,120010007002023
3229 NW 63RD PL,120010018033003
"3045 SW 34TH ST   SUIT 10
GAINESVILLE FL 32608
UNITED STATES",120010015151013
2533 NW 52ND PLACE,120010012021000
606 SE 12TH ST,120010007001029
1200 NE 3RD AVE,120010005004018
400 498 SW 10TH ST,120010002006007
803 NW 10TH AVE,120010003012043
NE 9TH AVE AND N MAIN ST,120010003012056
3404 SW ARCHER RD,120010015213020
816 NORTHWEST 6TH AVENUE,120010002003005
106 SE 6TH ST,120010005001030
3655 NW 44TH LN,120010012011000
701SW 62ND,NA
2221 NW 28 ST,120010011004014
4706 NORTHWEST 42 STREET,120010012011012
563 NORTHWEST 31ST AVENUE,120010003021006
537 NW 35TH TERR GAINESVILLE FL,120010016031005
3221 NORTHWEST 44TH PLACE,120010012024010
3900 3938 NW 8TH AVE,120010017021028
3415 SOUTHWEST 39 BOULEVARD,120010015191006
4042 SW 21ST LN,120010015211000
2725 NW 44TH PL,120010012021018
619 NW 3 ST,120010002001008
276 NORTHWEST 22ND STREET,120010010004032
87 103 SE 10TH ST,NA
2340 NORTH MAIN STREET,120010003021025
WEST SIDE OF NW 13TH STREET BRIDGE,NA
2801 NW 53 AVE,120010012011000
811 NW 3RD AVE,120010002004002
1730 NW 39TH DR,120010017021014
1227 WEST UNIVERSITY AVENUE,120010002005000
POSSUM CREEK DOG PARK  BIG DOG SIDE ,NA
3117 SW 34TH ST,120010015151011
1540 NE WALDO RD,120010005002000
6237 6271 NORTHWEST 43RD STREET,120010018034011
3932 NW 62ND LN,120010018034007
301 399 NE 17TH ST,NA
110 NW 2ND AVE,120010005001020
36 NORTHWEST 27TH TERRACE,120010010002001
505 SW 27TH STREET,120010010002026
4521 NW 20TH PL,120010017022001
621 SE DEPOT AVE,120010005001111
SW 7TH ST AND UNIVERSITY AVE,120010002004001
516 NE 4TH STREET,120010005005020
1211 NW 30TH AVE,120010003023025
225 SOUTHWEST 3 AVENUE,120010002002009
21 SW 23RD ST,120010010004047
4000 BLK OF NE 15TH ST,NA
800 922 SE 20 ST,120010007003015
701 721 NE 11TH ST,120010005004000
1802 NW 5TH AVE,120010010004020
3918 SW 33 PL,120010015213000
311 NW 8TH ST,120010002001025
3925 SOUTHEAST 15TH STREET,120010007003042
143RD ST,NA
20 30 SW 23RD ST,NA
1113 SW 2 PL,120010002004023
1252 NW 50 DR,120010017022017
1015 NW 10TH STREET,120010003012038
1126 NW 16TH AVE,120010003011025
2254 NW 3RD PL,120010010004032
5508 NW 13TH ST,120010012023001
2923 NW 45TH AVE,120010012021001
916 NW 21ST TERRACE,120010010001011
1921 SW 8TH DRIVE,120010008082007
2634 NORTHWEST 4TH AVENUE,120010010002008
NE CORNER OF NW 18TH TERR AND 11TH ROAD,NA
SW 43RD STREET,NA
2711 CLARK BUTLER BLVD,NA
1001 NW 34TH STREET,120010010005010
819 NE 8TH AVE,120010005004005
8   NW  24  ST,120010010002001
1515 N MAIN ST,120010003012000
3736 3742 SW ARCHER RD,120010015213032
414 NE 4TH AVE,120010005005024
1108 NE 1ST ST,120010003012023
801 SW 29TH PLACE,120010008083001
902 N MAIN ST,120010003012056
4104 SOUTHWEST 20TH AVENUE,120010015201020
1801 1905 NORTHWEST 16TH AVENUE,120010010001005
417B NW 39 RD,120010016031008
4628 NW 46TH CT,120010018113030
1118 1206 NORTHEAST 3RD AVENUE,120010005004018
4005 SW 21ST LN,120010015211000
2600 SW WILLISTON RD,120010015171013
309 NW 7TH AVE,120010002001007
555 NW 31ST AVE,120010003021006
404 NW 23RD ST,120010010002024
WALDO ROAD GREENWAY DEPOT AVENUE RAIL TRAIL,NA
2204 NW 5TH PL,120010010004032
428 NW 2ND AVE,120010002001023
2223 NE 7TH PL,120010006003026
6TH STREET RAIL TRAIL,NA
601 SOUTH MAIN STREET,120010005001108
428 NW 2ND AVE,120010002001023
101 NE 16TH AVE,120010003012000
1000 SW 62ND BLVD,120010016044006
555 NW 31ST AVE,120010003021006
7022,NA
2150 NW 55TH AVE,120010017023001
2711 SOUTHWEST 4TH PLACE,120010010002026
500 522 NE 3RD AVE,120010005005030
1210 NW 5TH AVE,120010002003007
3649 NW 16TH BLVD,120010017021007
533 NW 37 PL,120010003021006
1411 NW 7TH RD,120010010004002
NW 13TH STREET AND NW 10TH AVENUE,120010003012036
NE 6TH PL AT NE 7TH ST,120010005005014
3037 NW 1ST AVE,120010010002009
537 NORTHEAST 12TH STREET,120010005004002
1405 NE 2ND ST,120010005003005
3706 SW 6TH PLACE,120010016042025
538 NW 35TH TERR GAINESVILLE FL,120010016031006
CLARK BUTLER BOULEVARD,NA
437 NORTHWEST 29TH AVENUE,120010003021020
101 SE 2ND PLACE,120010005001085
1203 SW 1 AVE,120010002005001
646 NE 24TH ST,120010006003018
2102 NE 8TH ST,120010004003003
210 298 NE 2ND AVE,120010005005034
1124 NE 3RD AVE,120010005004018
710 NW 4TH AVE,120010002001015
1520 1606 NW 45TH AVE,120010017022017
517 SE 2ND PL,120010005001068
203 NE 1ST ST,120010005001017
501 519 SW 5TH AVE,120010002002019
901 NORTHWEST 52ND TERRACE,120010017022027
THIS ISSUE HAS BEEN RESOLVED AND NEEDS TO BE DELETED ,NA
1740 NW 2ND AVENUE,120010010003005
529 NE 1ST ST,120010005001008
740 NE 9TH AVE,120010005003031
4301 4399 NW 82ND BLVD,120010018131003
VILLAGE FOREST GREEN APARTMENTS ON NE 15TH STREET,NA
CASABLANCA EAST APARTMENTS,NA
NORTHWEST 53RD AVENUE,NA
2316 2340 SW 32ND PL,120010015153000
430 NORTH MAIN STREET,120010005001010
1257 SW 9TH RD,120010002006024
1315 NE 7TH TER,120010005003002
321G SE 4 ST,120010005001068
2918 NE 10TH STREET,120010004004010
1605 1621 NW 9TH ST,120010003011027
NW 13TH ST,NA
4105 NORTHWEST 22ND DRIVE,120010012025013
1203 SOUTHWEST 1 AVENUE,120010002005001
7316 NORTHWEST 73RD AVENUE,120010022201053
2000 NW 31ST PL,120010012031049
200 E UNIVERSITY AVE GAINESVILLE FL,120010005001052
2832 NW 22ND ST,120010011003000
1116 NW 32ND AVE,120010003023017
1401 SW ARCHER ROAD,120010022201035
3500 NE 15TH ST,120010004004000
NW 8TH AVENUE,NA
1600 SW 6TH ST,120010008082002
119 SE 12TH ST,120010007001001
4896 4898 NORTHWEST 48 PLACE,120010018113015
200 298 NE 4TH AVE,120010005005022
1520 NE 6TH TERRACE,120010005003005
1707 SW 65TH DR,120010022193000
1564 NORTHWEST 7TH PLACE,120010010004003
51 69 NE 8TH AVE,NA
1007 NW 5TH AVE,120010002003016
3533 SW 35TH PL,120010015201010
SWEETWATER PARK,NA
6725 NW 33RD TER,120010018033012
NE 12TH AVE,NA
4435 NW 36TH DR,120010012011000
2922 NW 31ST AVE,120010012022011
NE 16TH AVE AND N MAIN ST,120010003011002
216 SW 3RD AVE APT 1,120010002002011
3326 NW 46TH AVE,120010012024002
966 NORTHWEST 10TH AVENUE,120010003012038
709 NW 22ND ST,120010010004026
901 NORTH MAIN STREET,120010003012024
1900 1908 NW 5TH AVE,120010010004026
15 SE 1ST AVE,120010005001058
4420 4560 CLEAR LAKE DRIVE,120010016041015
720 NW 22 AVE,120010003011006
3301 3405 SW 24TH ST,120010015153002
100 146 SW 12TH ST,NA
2620 N E 15TH ST,120010004004025
1126 NW 8TH ST,120010003012039
NE 11TH AVE   NE 9TH ST,NA
306 NE 6TH AVE,120010005005008
3715 NORTHWEST 12TH AVENUE,120010017021007
1630 1640 NORTHWEST 23RD STREET,120010011004026
996 SW 16TH AVENUE,120010008061003
3880 SW 20TH AVE,120010015201007
5325 NW 34TH TER,120010018034018
1114 SE 7TH AVE,120010007001018
1065 SW 11TH AVE,120010008061010
1515 NORTHWEST 10TH STREET,120010003012008
121 NW 28 TERRACE,120010010002002
904 908 NE 18TH TERRACE,120010006001037
310  NW   24 TH ST,120010010002001
1635 NW 7TH PL,120010010004011
NE 9TH AVE AND NE 8TH ST,NA
328 SW 34TH ST,120010016043007
1030 NE 13TH PLACE,120010005002015
2310 SW 34TH PL,120010015153000
800 898 NW 18TH TER,120010010001015
1208 SW 1 AVE,120010002005000
2002 NW 34TH AVE,120010012031044
511 NW 15TH ST,120010010004031
1901 NORTHWEST 34TH AVENUE,120010012031046
2313 NW 7TH ROAD,120010010002024
1915 NW 5TH AVENUE,120010010004037
529 NE 2ND AVE,120010005001026
1957 NORTHWEST 31ST AVENUE,120010012032000
NW 76TH BLVD   W NEWBERRY RD,NA
N MAIN ST AND N 23RD AVE,120010004004018
901 999 NE 4TH TERRACE,120010005003039
1206 1298 NORTHWEST 39TH DRIVE,120010017021029
198 NE 7TH ST,120010005005038
601 611 NW 5TH AVE,120010002001015
NW 12TH ST 1800,NA
301 305 SOUTH MAIN STREET,120010005001082
1011 NW 41ST AVE,120010003022015
1442 NE 19TH PL,120010004002015
2445 SW 13TH ST,120010008082010
5300 NW 35TH DRIVE,120010018034001
NW 13TH ST   NW 3RD AVE,NA
4896 4898 NORTHWEST 48 PLACE,120010018113015
908 SW 6TH AVE,120010002006012
3055 NORTHEAST 28TH AVENUE,120010007004026
735 SE 2ND AVE,120010005001070
NE 9TH ST AND NE 4TH AVE,120010005004021
2004 NW 37TH BLVD,120010011002015
6423 NW 26TH TERRACE,120010018033000
1934 NW 42ND AVE,120010012031020
237 445 SE 16TH AVE,120010008082002
705 NORTHWEST 10TH STREET,120010002003001
2337 SW ARCHER RD,120010015142000
1674 19TH CIRCLE,120010011003026
7022,NA
2337 SW ARCHER RD,120010015142000
8620 NW 13TH ST   253,120010018032002
2217 NW 5TH PL,120010010004032
830 NW 16TH AVE,120010003011036
3555 NW 30TH BLVD,120010011001014
116 NW 6TH ST,120010002004000
527 NORTHWEST 35TH TERRACE,120010016031005
4300 NW 21ST  TERRACE,120010012025016
820 NW 30TH AVE,120010003023041
535 NW 26TH AVE,120010003021018
320 SOUTHEAST 7TH STREET,120010005001069
2101 NW 39TH AVE,120010012022000
2236 NW 2 AVE,120010010004032
2 108 SW 3RD ST,NA
2301 SOUTHWEST 35TH PLACE,120010015161000
SW ARCHER RD,NA
9 99 NE 11TH ST,NA
2735 SW 2ND AVE,120010010002025
506 NE 5TH AVE,120010005005018
2100 NW 39TH AVE,120010012025018
500 506 NE 10TH AVE,120010005003015
1807 NW 39 TERRACE,120010017021004
4016 SW 22ND ROAD,120010015211000
557 SW 23RD TERRACE,120010010002032
601 619 NE 10TH AVE,120010005003029
101 NE 16TH AVE,120010003012000
2701 2799 SOUTHWEST 23RD TERRACE,120010015142001
NW 11TH RD   NW 13TH TERRACE,NA
2715 NW 46TH PL,120010012021015
1302 NW 7TH ST,120010003012029
1716 NW 10TH TERRACE,120010003011025
312 SOUTHWEST 34TH STREET,120010016043007
"3729 3875 SW 24TH AVE
GAINESVILLE FL 32607
UNITED STATES",120010015213000
310 NORTHWEST 15 AVENUE,120010003012003
200 SOUTHEAST DEPOT AVENUE,120010005001110
1929 NW 10TH AVE,120010010001015
436 SE 13TH STREET,120010007001023
1621 NW 9TH ST,120010003011027
1103 NW 5TH AVE,120010002003019
120 W UNIVERSITY AVE,120010022172000
1550 SE 3RD AVE,120010007003001
3917 SW 37TH STREET,120010015191006
685 NORTHEAST 28TH AVENUE,120010004004018
310 NW 8TH ST,120010002003025
310 NW 7TH AVE,120010002001001
832 NW 10TH AVE,120010003012038
2840 NORTHEAST 12TH STREET,120010004004014
525 S MAIN ST,120010005001108
2 98 NE 4TH AVE,NA
4010 NW 8TH AVE,120010017021033
2231 NW 20TH CT,120010011003014
608 614 NE 5TH AVE,120010005005015
206 SE 1ST ST,120010005001083
3530 NW 27TH ST 10 13 16,120010012022012
1620 NW 2ND AVENUE,120010010003011
421 NW 15TH ST,120010010003001
4040 NW 17TH TER,120010012031015
618 NW 60TH ST,120010016041006
700 SOUTHWEST 62ND BOULEVARD,120010016044006
3701 SW 37TH ST,120010015191006
2548 OLD ARCHER ROAD,120010015142000
3606 SW 31ST DR,120010015172000
NW 2ND AVE,NA
1128 NW 4TH AVE,120010002003019
447 499 NE 7TH AVE,120010005005009
2405 NE 5TH AVE,120010006003018
1114 SW 7TH AVE,120010002006010
3017 N E 9TH ST,120010004004010
4900 NW 24TH BLVD,NA
1919 NORTHWEST 4TH AVENUE,120010010004038
1205 NW 8TH ST,120010003012029
NE 5TH AVE WEST OF 7TH ST,NA
810 824 NW 66 ST,120010017023019
1333 NE 2ND ST,120010005003005
108 SE 4TH PL,120010005001081
NW 16TH AVENUE AND 7TH ST,120010005005038
6424 NW 29TH TERRACE,120010018031006
1512 NORTHWEST 2ND STREET,120010003012003
3035 NW 6TH STREET,120010003021006
332 SW 38TH ST,120010016042019
ARBYS ON ARCHER,NA
1324 NORTHWEST 16TH AVENUE,120010011003034
