Tract,Assigned To:,Request Type,Cluster Group,Population,Median Income,Per Capita,Under Poverty,Caucasians,Latinos,African Americans,Others,High School Graduates,Bachelors Degree,Graduate or PhD Degree,US Citizens by Birth,US Citizens via Naturalization,Non US Citizens,Unemployed Veterns,Unemployed Non-Veterns,Employed Veterns,Employed Non-Veterns,Veterns Labor Force,Non-Veterns Labor Force,High School Enrollment,Undergraduate Enrollment,Graduate or PhD Enrollment
400,Health and Public Safety,Emergency - Other,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1803,Health and Public Safety,Emergency - Tree or Brush Debris,1,5457,28901,30587,621,3693,353,1168,39,1011,773,551,4756,418,144,0,187,0,846,0,1033,89,462,16
600,Health and Public Safety,Emergency - Tree or Brush Debris,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
400,Health and Public Safety,Emergency - Tree or Brush Debris,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
600,Health and Public Safety,Emergency - Tree or Brush Debris,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
1201,Health and Public Safety,Emergency - Other,1,3421,32714,32910,234,2441,460,480,72,474,538,563,2824,359,71,0,41,15,557,15,598,226,238,88
1000,Neighborhood,Tree/Limbs (Public Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Neighborhood,Tree/Limbs (Public Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
600,Health and Public Safety,Emergency - Tree or Brush Debris,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
1803,Health and Public Safety,Emergency - Tree or Brush Debris,1,5457,28901,30587,621,3693,353,1168,39,1011,773,551,4756,418,144,0,187,0,846,0,1033,89,462,16
600,Health and Public Safety,Emergency - Tree or Brush Debris,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
1202,Health and Public Safety,Emergency - Flooding,3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
400,Health and Public Safety,Emergency - Tree or Brush Debris,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
600,Health and Public Safety,Emergency - Tree or Brush Debris,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
600,Health and Public Safety,Emergency - Tree or Brush Debris,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
1604,Health and Public Safety,Emergency - Flooding,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
400,Health and Public Safety,Emergency - Tree or Brush Debris,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
600,Health and Public Safety,Emergency - Tree or Brush Debris,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
1202,Health and Public Safety,Emergency - Tree or Brush Debris,3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
600,Health and Public Safety,Emergency - Tree or Brush Debris,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
1604,Health and Public Safety,Emergency - Flooding,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
1603,Health and Public Safety,Emergency - Flooding,1,1467,17042,24036,427,1099,149,255,0,159,228,231,1257,91,97,0,26,14,536,14,562,6,405,190
400,Health and Public Safety,Emergency - Tree or Brush Debris,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
600,Health and Public Safety,Emergency - Tree or Brush Debris,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
1603,Health and Public Safety,Emergency - Flooding,1,1467,17042,24036,427,1099,149,255,0,159,228,231,1257,91,97,0,26,14,536,14,562,6,405,190
1604,Health and Public Safety,Emergency - Tree or Brush Debris,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
400,Health and Public Safety,Emergency - Other,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1202,Health and Public Safety,Emergency - Tree or Brush Debris,3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
500,Neighborhood,Tree/Limbs (Public Property),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1000,Neighborhood,Tree/Limbs (Public Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1603,Health and Public Safety,Emergency - Tree or Brush Debris,1,1467,17042,24036,427,1099,149,255,0,159,228,231,1257,91,97,0,26,14,536,14,562,6,405,190
400,Health and Public Safety,Emergency - Tree or Brush Debris,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1604,Neighborhood,Tree/Limbs (Public Property),4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
500,Health and Public Safety,Emergency - Flooding,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
400,Health and Public Safety,Emergency - Tree or Brush Debris,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
600,Public Services,Streetlight/Lamp,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
1000,Neighborhood,Tree/Limbs (Public Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1203,Health and Public Safety,Emergency - Tree or Brush Debris,1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
500,Neighborhood,Tree/Limbs (Public Property),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1100,Health and Public Safety,Emergency - Tree or Brush Debris,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
600,Neighborhood,Tree/Limbs (Public Property),1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
1000,Health and Public Safety,Emergency - Tree or Brush Debris,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
808,Neighborhood,Tree/Limbs (Public Property),1,3305,19755,19644,1235,1949,467,709,19,444,451,478,2646,215,370,0,92,41,1204,41,1296,82,834,333
400,Health and Public Safety,Emergency - Tree or Brush Debris,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1515,Health and Public Safety,Emergency - Flooding,1,5207,16140,14940,2745,3316,770,873,103,429,511,429,4325,265,473,13,302,41,1930,54,2232,54,2072,990
400,Health and Public Safety,Emergency - Tree or Brush Debris,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1100,Health and Public Safety,Emergency - Tree or Brush Debris,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
1515,Health and Public Safety,Emergency - Flooding,1,5207,16140,14940,2745,3316,770,873,103,429,511,429,4325,265,473,13,302,41,1930,54,2232,54,2072,990
1000,Neighborhood,Tree/Limbs (Public Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1203,Health and Public Safety,Emergency - Tree or Brush Debris,1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
1100,Health and Public Safety,Emergency - Other,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
600,Health and Public Safety,Emergency - Tree or Brush Debris,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
1203,Health and Public Safety,Emergency - Tree or Brush Debris,1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
1000,Public Services,Maintenance Ditch/Drainage/Flooding,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1517,Health and Public Safety,Emergency - Flooding,1,4969,17613,15437,2220,3585,686,440,107,199,926,506,3531,293,706,22,81,33,1919,55,2000,0,1450,850
1000,Neighborhood,Tree/Limbs (Public Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Neighborhood,Tree/Limbs (Public Property),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1515,Health and Public Safety,Emergency - Flooding,1,5207,16140,14940,2745,3316,770,873,103,429,511,429,4325,265,473,13,302,41,1930,54,2232,54,2072,990
400,Health and Public Safety,Emergency - Tree or Brush Debris,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
600,Health and Public Safety,Emergency - Tree or Brush Debris,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
400,Health and Public Safety,Emergency - Tree or Brush Debris,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1000,Neighborhood,Tree/Limbs (Public Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
400,Health and Public Safety,Emergency - Tree or Brush Debris,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
600,Health and Public Safety,Emergency - Tree or Brush Debris,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
1203,Health and Public Safety,Emergency - Tree or Brush Debris,1,3542,33315,28551,796,2377,205,687,18,374,536,679,3219,147,138,0,0,10,1065,10,1065,126,307,180
600,Health and Public Safety,Emergency - Tree or Brush Debris,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
1000,Neighborhood,Tree/Limbs (Public Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1100,Health and Public Safety,Emergency - Other,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
1000,Neighborhood,Tree/Limbs (Public Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Health and Public Safety,Emergency - Tree or Brush Debris,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
600,Health and Public Safety,Emergency - Tree or Brush Debris,1,5195,20582,13268,1777,290,38,4574,0,1036,309,66,5063,23,76,0,279,0,731,0,1010,317,205,67
1100,Health and Public Safety,Emergency - Tree or Brush Debris,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
301,Neighborhood,Tree/Limbs (Public Property),3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
1100,Health and Public Safety,Emergency - Tree or Brush Debris,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
1000,Health and Public Safety,Emergency - Tree or Brush Debris,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
400,Health and Public Safety,Emergency - Flooding,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1803,Health and Public Safety,Emergency - Tree or Brush Debris,1,5457,28901,30587,621,3693,353,1168,39,1011,773,551,4756,418,144,0,187,0,846,0,1033,89,462,16
400,Health and Public Safety,Emergency - Tree or Brush Debris,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
400,Health and Public Safety,Emergency - Flooding,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1100,Health and Public Safety,Emergency - Tree or Brush Debris,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
809,Health and Public Safety,Emergency - Tree or Brush Debris,1,1231,24085,24212,303,773,132,245,16,200,246,205,970,49,155,0,34,0,273,0,307,21,125,178
1100,Health and Public Safety,Emergency - Tree or Brush Debris,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
809,Health and Public Safety,Emergency - Tree or Brush Debris,1,1231,24085,24212,303,773,132,245,16,200,246,205,970,49,155,0,34,0,273,0,307,21,125,178
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Other,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
200,Health and Public Safety,Emergency - Tree or Brush Debris,5,6671,7174,11678,3568,5009,679,1081,50,612,163,325,6202,170,209,0,219,0,2251,0,2470,138,4252,582
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1000,Health and Public Safety,Emergency - Tree or Brush Debris,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1100,Health and Public Safety,Emergency - Tree or Brush Debris,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
1000,Health and Public Safety,Emergency - Tree or Brush Debris,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1000,Health and Public Safety,Emergency - Tree or Brush Debris,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
301,Health and Public Safety,Emergency - Tree or Brush Debris,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
1000,Health and Public Safety,Emergency - Tree or Brush Debris,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1000,Health and Public Safety,Emergency - Tree or Brush Debris,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1604,Public Services,Other,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
1000,Public Services,Street Sign,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Health and Public Safety,Emergency - Other,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1202,Public Services,Maintenance Ditch/Drainage/Flooding,3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
302,Health and Public Safety,Emergency - Flooding,1,2343,24292,25223,471,1599,432,390,59,508,261,153,2137,142,31,0,129,8,575,8,704,30,208,111
1000,Neighborhood,Tree/Limbs (Public Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
400,Public Services,Traffic/Pedestrian Signal,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
400,Public Services,Traffic/Pedestrian Signal,3,6655,23015,18756,1776,2389,518,3364,0,1169,709,449,6285,171,161,0,140,120,953,120,1093,303,401,273
1000,Public Services,Other,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Public Services,Traffic/Pedestrian Signal,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1100,Health and Public Safety,Emergency - Other,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
1100,Neighborhood,Tree/Limbs (Public Property),3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
1202,Neighborhood,Trash/Debris (Public Property),3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
1000,Health and Public Safety,Emergency - Tree or Brush Debris,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Health and Public Safety,Emergency - Flooding,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Health and Public Safety,Emergency - Traffic,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Neighborhood,Tree/Limbs (Public Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Neighborhood,Tree/Limbs (Public Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Health and Public Safety,Emergency - Other,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1000,Public Services,Other,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1604,Neighborhood,Tree/Limbs (Public Property),4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
301,Public Services,Maintenance Ditch/Drainage/Flooding,3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
1000,Health and Public Safety,Emergency - Tree or Brush Debris,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1000,Public Services,Maintenance Ditch/Drainage/Flooding,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
301,Neighborhood,Tree/Limbs (Public Property),3,4355,20845,19201,1310,2160,334,1822,27,517,826,375,3980,162,88,0,152,0,1727,0,1879,34,917,351
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1604,Public Services,Maintenance Ditch/Drainage/Flooding,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1521,Neighborhood,Tree/Limbs (Public Property),1,4229,17670,16308,1711,2655,719,909,20,380,433,299,3526,261,361,0,58,87,1824,87,1882,61,1007,528
1603,Neighborhood,Tree/Limbs (Public Property),1,1467,17042,24036,427,1099,149,255,0,159,228,231,1257,91,97,0,26,14,536,14,562,6,405,190
500,Health and Public Safety,Emergency - Other,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Other,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1604,Public Services,Maintenance Ditch/Drainage/Flooding,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
1604,Public Services,Maintenance Ditch/Drainage/Flooding,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
1603,Public Services,Other,1,1467,17042,24036,427,1099,149,255,0,159,228,231,1257,91,97,0,26,14,536,14,562,6,405,190
500,Neighborhood,Tree/Limbs (Public Property),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1202,Public Services,Road Repair,3,7309,33838,39611,624,5478,839,862,67,1215,1438,1110,6478,349,167,0,70,50,1829,50,1899,83,522,404
1604,Health and Public Safety,Emergency - Tree or Brush Debris,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1604,Public Services,Maintenance Ditch/Drainage/Flooding,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1604,Public Services,Maintenance Ditch/Drainage/Flooding,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
1604,Public Services,Maintenance Ditch/Drainage/Flooding,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
500,Neighborhood,Tree/Limbs (Public Property),6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1604,Public Services,Maintenance Ditch/Drainage/Flooding,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Tree or Brush Debris,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
500,Health and Public Safety,Emergency - Other,6,5171,24516,30253,1618,3886,484,1002,72,518,1018,908,4684,76,335,0,65,50,1621,50,1686,65,770,393
1000,Neighborhood,Tree/Limbs (Public Property),2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
1604,Public Services,Maintenance Ditch/Drainage/Flooding,4,8129,18544,20622,3088,6731,1059,660,60,523,844,963,6820,429,744,42,68,22,4132,64,4200,59,3679,581
1100,Public Services,Right-of-Way Maintenance,3,7143,40000,39743,618,5867,550,649,22,657,1303,1876,6073,555,300,0,0,0,817,0,817,346,317,268
1000,Public Services,Streetlight/Lamp,2,5596,16646,37463,2481,5111,891,121,56,245,606,1166,5394,85,75,0,126,0,1711,0,1837,114,2300,413
