Address,Census Code,Geo ID,Tract,Population,Median Income,Per Capita,Under Poverty,Employed
510-698 SE DEPOT AVE,120010005001101,12001000500,000500,5171,24516,872,30253,4560
3275 SOUTHWEST 40 BOULEVARD,120010015213023,12001001521,001521,4229,17670,527,16308,3882
301-399 NE 12TH ST,NA,NA,NA,NA,NA,NA,NA,NA
959-999 SE 8TH ST,120010007002023,12001000700,000700,6395,19240,1305,19984,5284
3400-3412 NORTHWEST 26TH TERRACE,120010012022018,12001001202,001202,7309,33838,1572,39611,6253
3941 SW 5TH PL,120010016042024,12001001604,001604,8129,18544,918,20622,7700
3271-3289 SW 34TH ST,120010015151011,12001001515,001515,5207,16140,378,14940,4993
2107 NW 4TH PL,120010010004045,12001001000,001000,5596,16646,783,37463,5223
NORTHEAST PARK,NA,NA,NA,NA,NA,NA,NA,NA
2402 NW 23RD TER,120010011004016,12001001100,001100,7143,40000,1752,39743,5676
628 SW 40TH ST,120010016041000,12001001604,001604,8129,18544,918,20622,7700
30 SW 23 ST,120010010002032,12001001000,001000,5596,16646,783,37463,5223
4510 NORTHWEST 27TH TERRACE,120010012021000,12001001202,001202,7309,33838,1572,39611,6253
117 SW 7 ST,120010002004018,12001000200,000200,6671,7174,282,11678,6534
401–599 NW 9TH AVE,120010003012059,12001000301,000301,4355,20845,615,19201,3871
3850 W NEWBERRY RD,120010016031030,12001001603,001603,1467,17042,213,24036,1311
3805 SOUTHWEST 4TH PLACE,120010016042023,12001001604,001604,8129,18544,918,20622,7700
4313 NW 27TH TER,120010012021018,12001001202,001202,7309,33838,1572,39611,6253
3752-3798 SW WILLISTON RD,120010015191019,12001001519,001519,2877,10892,225,12055,2801
1705 S MAIN ST,120010007002053,12001000700,000700,6395,19240,1305,19984,5284
NE 16TH AVE,NA,NA,NA,NA,NA,NA,NA,NA
3  NORTH WEST  24  TH ST,NA,NA,NA,NA,NA,NA,NA,NA
510 NW 28TH AVE,120010003021020,12001000302,000302,2343,24292,414,25223,1967
404 SW 2ND ST,120010002002018,12001000200,000200,6671,7174,282,11678,6534
2320 SW 35TH PL,120010015153009,12001001515,001515,5207,16140,378,14940,4993
NORTHWEST 6TH STREET,NA,NA,NA,NA,NA,NA,NA,NA
1032 NE 7TH AVE,120010005004012,12001000500,000500,5171,24516,872,30253,4560
3141-3189 SW 42ND ST,120010015171000,12001001517,001517,4969,17613,455,15437,4546
699 NE 11TH AVE,120010005003018,12001000500,000500,5171,24516,872,30253,4560
NW 31ST AVE BETWEEN GLEN SPRINGS ELEM & NW 29TH TERR,NA,NA,NA,NA,NA,NA,NA,NA
NW 7TH AVE,NA,NA,NA,NA,NA,NA,NA,NA
1170–1190 NE WALDO RD,120010005002040,12001000500,000500,5171,24516,872,30253,4560
1600 SW 13TH ST,120010008091007,12001000809,000809,1231,24085,125,24212,1159
1360 W UNIVERSITY AVE,120010010003023,12001001000,001000,5596,16646,783,37463,5223
1605 NW 36TH WAY,120010017021007,12001001702,001702,5622,38289,1352,40794,4560
15 NW 1ST ST,120010005001050,12001000500,000500,5171,24516,872,30253,4560
1221 SW 2ND AVE,120010002005002,12001000200,000200,6671,7174,282,11678,6534
1166-1352 SW 34TH ST,120010015201001,12001001520,001520,2281,11997,151,10068,2238
NE 9TH ST AND NE 4TH AVE,120010005004021,12001000500,000500,5171,24516,872,30253,4560
1101-1199 NE 1ST AVE,120010005004031,12001000500,000500,5171,24516,872,30253,4560
1605 SW 42ND ST,120010015201007,12001001520,001520,2281,11997,151,10068,2238
1629 E UNIVERSITY AVE,120010009024000,12001000902,000902,6733,2646,14,2155,6733
5335 NORTHWEST 81ST AVENUE,120010019082042,12001001908,001908,4649,25531,1028,22191,3668
1648-1680 NORTHEAST 39TH AVENUE,120010019021021,12001001902,001902,3192,13594,360,13393,3006
1246 NE 16 PL,120010004002030,12001000400,000400,6655,23015,1246,18756,4711
1989-1999 SOUTHWEST 38TH TERRACE,120010015201010,12001001520,001520,2281,11997,151,10068,2238
RAIL TO TRAIL BIKE PATH,NA,NA,NA,NA,NA,NA,NA,NA
2205 NW 1ST AVE,120010010004033,12001001000,001000,5596,16646,783,37463,5223
1726 NW 14TH AVE,120010010001003,12001001000,001000,5596,16646,783,37463,5223
452 NW 37 PL,120010003021006,12001000302,000302,2343,24292,414,25223,1967
320 NE 12TH ST,120010005004018,12001000500,000500,5171,24516,872,30253,4560
1020 SW 21ST AVE,120010008082003,12001000808,000808,3305,19755,460,19644,2930
8620 NW 13 ST #50,120010018032002,12001001803,001803,5457,28901,1280,30587,4622
601-633 NORTHWEST 23RD AVENUE,120010003011006,12001000301,000301,4355,20845,615,19201,3871
3424 NW 3 ST,120010003021007,12001000302,000302,2343,24292,414,25223,1967
4402 NW 20TH ST,120010012031006,12001001203,001203,3542,33315,673,28551,2975
3533 SW 35TH PL,120010015201010,12001001520,001520,2281,11997,151,10068,2238
1602 NE 28TH AVE,120010004001002,12001000400,000400,6655,23015,1246,18756,4711
2523 NORTHWEST 6TH STREET,120010003021018,12001000302,000302,2343,24292,414,25223,1967
420 NW 10TH ST,120010002003016,12001000200,000200,6671,7174,282,11678,6534
200-204 NE 5TH AVE,120010005005021,12001000500,000500,5171,24516,872,30253,4560
901 NE 23RD ST,120010006001015,12001000600,000600,5195,20582,987,13268,3835
2900 SW 40TH AVE,120010015172007,12001001517,001517,4969,17613,455,15437,4546
16 E UNIVERSITY AVE,120010005001049,12001000500,000500,5171,24516,872,30253,4560
1003 NE 22ND ST,120010006001018,12001000600,000600,5195,20582,987,13268,3835
NORTHWEST 19TH TER,NA,NA,NA,NA,NA,NA,NA,NA
1111 NW 22ND STREET,120010010001005,12001001000,001000,5596,16646,783,37463,5223
305 NW 28 TERRACE,120010010002002,12001001000,001000,5596,16646,783,37463,5223
1120 NW 42ND AVE GAINESVILLE FLORIDA,120010003022011,12001000302,000302,2343,24292,414,25223,1967
2548 SW 14TH DR,120010008091023,12001000809,000809,1231,24085,125,24212,1159
1126 NW 8TH ST,120010003012039,12001000301,000301,4355,20845,615,19201,3871
SW ARCHER RD & SR-226 W,NA,NA,NA,NA,NA,NA,NA,NA
3229 NW 12TH ST,120010003023017,12001000302,000302,2343,24292,414,25223,1967
3126 NW 46 PLACE,120010012024002,12001001202,001202,7309,33838,1572,39611,6253
3955 NW 39TH CT,120010012011016,12001001201,001201,3421,32714,964,32910,2912
401 E UNIVERSITY AVE,120010005001030,12001000500,000500,5171,24516,872,30253,4560
1221 SE VEITCH ST,120010007002049,12001000700,000700,6395,19240,1305,19984,5284
1655 NW 10TH AVE GAINESVILLE 32605 UNITED STATES,120010010001029,12001001000,001000,5596,16646,783,37463,5223
220 NW 15 TERRACE,120010010003012,12001001000,001000,5596,16646,783,37463,5223
1615-1621 SE 4TH AVE,120010007003005,12001000700,000700,6395,19240,1305,19984,5284
2402 NW 23RD TER,120010011004016,12001001100,001100,7143,40000,1752,39743,5676
3693 NW 26TH ST,NA,NA,NA,NA,NA,NA,NA,NA
4601-4611 NORTHWEST 13TH AVENUE,120010017022017,12001001702,001702,5622,38289,1352,40794,4560
2750 NW 42ND PL,120010012021000,12001001202,001202,7309,33838,1572,39611,6253
2301 SW 35TH PL,120010015161000,12001001516,001516,2134,14117,217,14493,1988
158-198 NW 15 TERRACE,120010010003026,12001001000,001000,5596,16646,783,37463,5223
301-319 NW 21ST ST,120010010004036,12001001000,001000,5596,16646,783,37463,5223
915 NORTHWEST 51ST TERRACE,120010017022017,12001001702,001702,5622,38289,1352,40794,4560
904 NE 18TH STREET,120010006001036,12001000600,000600,5195,20582,987,13268,3835
100-106 NORTHWEST 3RD AVENUE,NA,NA,NA,NA,NA,NA,NA,NA
SR-24 W,NA,NA,NA,NA,NA,NA,NA,NA
1311-1331 SOUTHWEST 13TH STREET,120010008061010,12001000806,000806,2414,17448,263,19195,2268
2811 SW ARCHER RD,120010015142000,12001001514,001514,1561,22958,158,26330,1481
4308 NW 22 TERRACE,120010012025013,12001001202,001202,7309,33838,1572,39611,6253
517 NW 14TH AVE,120010003012027,12001000301,000301,4355,20845,615,19201,3871
200 EAST UNIVERSITY AVENUE,120010005001023,12001000500,000500,5171,24516,872,30253,4560
NW 12TH AVE & NW 2ND ST,NA,NA,NA,NA,NA,NA,NA,NA
1004 SW 6TH AVE,120010002006006,12001000200,000200,6671,7174,282,11678,6534
401-539 NE 16TH AVE,120010005003005,12001000500,000500,5171,24516,872,30253,4560
740 NORTHWEST 20TH STREET,120010010004007,12001001000,001000,5596,16646,783,37463,5223
1840 NW 23RD ST,120010011004025,12001001100,001100,7143,40000,1752,39743,5676
1649 NW 2ND AVENUE,120010010003027,12001001000,001000,5596,16646,783,37463,5223
2227-2237 NW 7TH LN,120010010004009,12001001000,001000,5596,16646,783,37463,5223
5100 NW 80TH  RD,120010018131012,12001001813,001813,3584,51856,1037,41584,2735
230 SW 2ND AVE,120010005001062,12001000500,000500,5171,24516,872,30253,4560
3301 SW ARCHER ROAD,120010015151000,12001001515,001515,5207,16140,378,14940,4993
206 NE 2 AVE,120010005005034,12001000500,000500,5171,24516,872,30253,4560
NORTHEAST 9TH STREET BETWEEN 8TH AVE AND 16TH AVE,NA,NA,NA,NA,NA,NA,NA,NA
1100 NE 7TH STREET,120010005003009,12001000500,000500,5171,24516,872,30253,4560
NORTHEAST STATE ROAD 24,NA,NA,NA,NA,NA,NA,NA,NA
309   NORTH WEST  24  TH ST  32607-2684,NA,NA,NA,NA,NA,NA,NA,NA
721 NW 4TH ST,120010002001001,12001000200,000200,6671,7174,282,11678,6534
NW 23RD AVENUE AND NW 98TH ST INTERSECTION,NA,NA,NA,NA,NA,NA,NA,NA
4200 NW 21ST DR,120010012025016,12001001202,001202,7309,33838,1572,39611,6253
646 NORTHEAST 24TH STREET,120010006003018,12001000600,000600,5195,20582,987,13268,3835
311 SW 13 ST,120010002005003,12001000200,000200,6671,7174,282,11678,6534
2298 NW 15 AVE,120010010005000,12001001000,001000,5596,16646,783,37463,5223
764-784 NW 4TH ST,120010002001002,12001000200,000200,6671,7174,282,11678,6534
630 NW 2ND ST,120010002001008,12001000200,000200,6671,7174,282,11678,6534
6431 NW 26TH TER,120010018033000,12001001803,001803,5457,28901,1280,30587,4622
2616-2706 NORTHWEST 37TH TERRACE,120010011002002,12001001100,001100,7143,40000,1752,39743,5676
1205 NE 6TH TER,120010005003009,12001000500,000500,5171,24516,872,30253,4560
313 NE 4TH AVE,120010005005032,12001000500,000500,5171,24516,872,30253,4560
1501 NE 2ND ST,120010005003005,12001000500,000500,5171,24516,872,30253,4560
NE 7TH ST & NE 8TH AVE,NA,NA,NA,NA,NA,NA,NA,NA
585-599 NW 23RD AVE,120010003011005,12001000301,000301,4355,20845,615,19201,3871
SW 35TH BLVD,NA,NA,NA,NA,NA,NA,NA,NA
2253 NW 19TH LN,120010011003015,12001001100,001100,7143,40000,1752,39743,5676
1621-1699 NW 11TH RD,120010010001018,12001001000,001000,5596,16646,783,37463,5223
201 NW 15TH AVENUE,120010003012019,12001000301,000301,4355,20845,615,19201,3871
1726-1802 NW 10TH TERRACE,120010003011025,12001000301,000301,4355,20845,615,19201,3871
600-634 SE 7TH AVE,120010002001003,12001000200,000200,6671,7174,282,11678,6534
2312 NW 23RD TER,120010011004016,12001001100,001100,7143,40000,1752,39743,5676
1542 WEST UNIVERSITY AVENUE,120010010003026,12001001000,001000,5596,16646,783,37463,5223
NW 27TH ST AND NW 31ST AVE,120010012022011,12001001202,001202,7309,33838,1572,39611,6253
704 NW 31 PLACE,120010003023021,12001000302,000302,2343,24292,414,25223,1967
401-599 N MAIN ST,120010005001009,12001000500,000500,5171,24516,872,30253,4560
631 NW 34TH ST,120010010002018,12001001000,001000,5596,16646,783,37463,5223
4352 NE 40TH TER,120010019022005,12001001902,001902,3192,13594,360,13393,3006
HOGTOWN CRK HEADWATERS NATURE PARK,NA,NA,NA,NA,NA,NA,NA,NA
1440 SE 24TH PL,120010007002083,12001000700,000700,6395,19240,1305,19984,5284
5014 NW 40TH TER,120010012011012,12001001201,001201,3421,32714,964,32910,2912
2305 NW 13TH ST,120010010005002,12001001000,001000,5596,16646,783,37463,5223
SOUTHWEST 23RD TERRACE,NA,NA,NA,NA,NA,NA,NA,NA
212 NW 28TH TERRACE,120010010002013,12001001000,001000,5596,16646,783,37463,5223
WALDO RD GREENWAY-DEPOT AVENUE RAIL-TRAIL,NA,NA,NA,NA,NA,NA,NA,NA
2204 NW 2ND AVE,120010010004032,12001001000,001000,5596,16646,783,37463,5223
701 NORTHWEST 62 STREET,120010016041002,12001001604,001604,8129,18544,918,20622,7700
700 NW 18TH TERR,120010010004023,12001001000,001000,5596,16646,783,37463,5223
405 SOUTHEAST 7TH STREET,120010005001074,12001000500,000500,5171,24516,872,30253,4560
1 NORTHWEST 1ST STREET,120010005001050,12001000500,000500,5171,24516,872,30253,4560
817 NW 3RD AVE,120010002004002,12001000200,000200,6671,7174,282,11678,6534
2199 NW 40TH TERRACE,120010017021002,12001001702,001702,5622,38289,1352,40794,4560
4146 NW 10TH ST,120010003022010,12001000302,000302,2343,24292,414,25223,1967
1752 NE 21ST WAY,120010004002010,12001000400,000400,6655,23015,1246,18756,4711
2158 NW 5TH AVE,120010010004026,12001001000,001000,5596,16646,783,37463,5223
3922 SW 37TH ST,120010015191013,12001001519,001519,2877,10892,225,12055,2801
8620 NW 13TH ST LOT 456,120010018032002,12001001803,001803,5457,28901,1280,30587,4622
1960 NORTHWEST 31ST PLACE,120010012031050,12001001203,001203,3542,33315,673,28551,2975
1501-1599 GALE LEMERAND DR,NA,NA,NA,NA,NA,NA,NA,NA
1639 NW 11TH RD,120010010001018,12001001000,001000,5596,16646,783,37463,5223
580-598 NE 18TH ST,120010006002018,12001000600,000600,5195,20582,987,13268,3835
1720 SW 37TH ST GAINESVILLE FL 32607,120011108001002,12001110800,110800,1853,34643,386,41135,1692
5334-5346 SOUTHWEST 34TH STREET,120010015191006,12001001519,001519,2877,10892,225,12055,2801
1115 NE 5TH AVE,120010005004018,12001000500,000500,5171,24516,872,30253,4560
CORNER OF 441 AND WILLISTON ROAD,NA,NA,NA,NA,NA,NA,NA,NA
30-98 NORTH MAIN STREET,NA,NA,NA,NA,NA,NA,NA,NA
332 SW 38TH ST,120010016042019,12001001604,001604,8129,18544,918,20622,7700
4322 NW 20TH TERR,120010012031007,12001001203,001203,3542,33315,673,28551,2975
1512 NW 6TH AVENUE,120010010004012,12001001000,001000,5596,16646,783,37463,5223
223 NW 20TH AVE,120010003011019,12001000301,000301,4355,20845,615,19201,3871
3900 NORTHWEST 34TH STREET,120010012011023,12001001201,001201,3421,32714,964,32910,2912
THE WOODS APARTMENTS,NA,NA,NA,NA,NA,NA,NA,NA
2807 SOUTH MAIN STREET,120010008081003,12001000808,000808,3305,19755,460,19644,2930
NW 76 BLVD AND NEWBERRY ROAD,NA,NA,NA,NA,NA,NA,NA,NA
760 SW 16TH PL,120010008082002,12001000808,000808,3305,19755,460,19644,2930
40 SW 2ND ST,120010005001062,12001000500,000500,5171,24516,872,30253,4560
306 NW 28TH ST,120010010002002,12001001000,001000,5596,16646,783,37463,5223
301-399 NORTHEAST 12TH STREET,NA,NA,NA,NA,NA,NA,NA,NA
1246-1298 NE 5TH AVE,120010005004000,12001000500,000500,5171,24516,872,30253,4560
1262-1298 NORTH MAIN STREET,120010003012022,12001000301,000301,4355,20845,615,19201,3871
2158 NW 29TH PLACE,120010011003003,12001001100,001100,7143,40000,1752,39743,5676
2101 NORTHWEST 39TH AVENUE,120010012022000,12001001202,001202,7309,33838,1572,39611,6253
4747 N MAIN ST,120010019021008,12001001902,001902,3192,13594,360,13393,3006
1712 NORTHWEST 31ST PLACE,120010012031040,12001001203,001203,3542,33315,673,28551,2975
201-299 NE 13TH AVE,120010005003011,12001000500,000500,5171,24516,872,30253,4560
437 NORTHWEST 30TH AVENUE,120010003021019,12001000302,000302,2343,24292,414,25223,1967
4110 SW 34TH STREET,120010015191006,12001001519,001519,2877,10892,225,12055,2801
NE 6TH TER,NA,NA,NA,NA,NA,NA,NA,NA
2817 NE 14 STREET,120010004004020,12001000400,000400,6655,23015,1246,18756,4711
SW 6TH ST @ SW 2ND AVE,NA,NA,NA,NA,NA,NA,NA,NA
806 NW 21ST TERRACE,120010010001035,12001001000,001000,5596,16646,783,37463,5223
542 NW 37 PL,120010003021006,12001000302,000302,2343,24292,414,25223,1967
1920 NW 42 AVE,120010012031020,12001001203,001203,3542,33315,673,28551,2975
1600 NE 12TH AVE,120010005002000,12001000500,000500,5171,24516,872,30253,4560
NW 82 BLVD,NA,NA,NA,NA,NA,NA,NA,NA
807 W PANHELLENIC DR,120010002006008,12001000200,000200,6671,7174,282,11678,6534
4747 NORTH MAIN STREET,120010019021008,12001001902,001902,3192,13594,360,13393,3006
1610 NE 18TH PLACE,120010004002018,12001000400,000400,6655,23015,1246,18756,4711
"1711 SW 37TH ST
GAINESVILLE FL 32607
UNITED STATES",120011108001002,12001110800,110800,1853,34643,386,41135,1692
260 NW 44TH ST,120010016042006,12001001604,001604,8129,18544,918,20622,7700
3620 SOUTHWEST 35TH BOULEVARD,120010015213020,12001001521,001521,4229,17670,527,16308,3882
1177 NE STATE RD 24,NA,NA,NA,NA,NA,NA,NA,NA
3527-3539 NE STATE RD 24,NA,NA,NA,NA,NA,NA,NA,NA
713 NORTHWEST 4TH STREET,120010002001001,12001000200,000200,6671,7174,282,11678,6534
1630 W UNIVERSITY AVE,120010010003032,12001001000,001000,5596,16646,783,37463,5223
1017-1025 NORTHEAST 9 AVENUE,120010005002037,12001000500,000500,5171,24516,872,30253,4560
1016 NW 8TH ST,120010003012038,12001000301,000301,4355,20845,615,19201,3871
817-871 SW 3RD ST,120010002002043,12001000200,000200,6671,7174,282,11678,6534
NE 8TH AVE AND NE 9TH ST ROUNDABOUT,NA,NA,NA,NA,NA,NA,NA,NA
INTERSECTION OF NW 62 STREET & 1ST PLACE,NA,NA,NA,NA,NA,NA,NA,NA
1125 SE 4TH ST,120010007002020,12001000700,000700,6395,19240,1305,19984,5284
3557-3573 WINDMEADOWS BLVD,120010015213020,12001001521,001521,4229,17670,527,16308,3882
652 NE 15TH ST,120010006002005,12001000600,000600,5195,20582,987,13268,3835
1615 NW 7TH AVE,120010010004012,12001001000,001000,5596,16646,783,37463,5223
3848 NW 32 PL,120010011001011,12001001100,001100,7143,40000,1752,39743,5676
1100 SW 20TH PL,120010008082006,12001000808,000808,3305,19755,460,19644,2930
1221 NW 13TH ST,120010003012011,12001000301,000301,4355,20845,615,19201,3871
302 NW 27TH TERRACE,120010010002001,12001001000,001000,5596,16646,783,37463,5223
2500 SW 14TH DRIVE,120010008091023,12001000809,000809,1231,24085,125,24212,1159
4362 SW 20TH LN,NA,NA,NA,NA,NA,NA,NA,NA
417 NW 39 RD,120010016031008,12001001603,001603,1467,17042,213,24036,1311
500 NW 31ST AVE,120010003021008,12001000302,000302,2343,24292,414,25223,1967
5012 NORTHWEST 16TH PLACE,120010017022003,12001001702,001702,5622,38289,1352,40794,4560
3805 SOUTHWEST 4TH PLACE,120010016042023,12001001604,001604,8129,18544,918,20622,7700
2323 SE 8TH PLACE,120010007003013,12001000700,000700,6395,19240,1305,19984,5284
2218 NW 1ST AVE,120010010004034,12001001000,001000,5596,16646,783,37463,5223
216 SE 14TH LANE,120010007002058,12001000700,000700,6395,19240,1305,19984,5284
SOUTHBOUND NE 9TH STREET @ NE 5TH AVENUE,NA,NA,NA,NA,NA,NA,NA,NA
1545 W UNIVERSITY AVE,120010009022001,12001000902,000902,6733,2646,14,2155,6733
100 NE 8 AVE GAINESVILLE FL,120010003012061,12001000301,000301,4355,20845,615,19201,3871
930 SW 3RD ST,120010008061001,12001000806,000806,2414,17448,263,19195,2268
1267 NW 25TH TER GAINESVILLE FL 32605,120010010005002,12001001000,001000,5596,16646,783,37463,5223
708 NW 8TH PL,120010003012049,12001000301,000301,4355,20845,615,19201,3871
1134 SE 6TH AVE,120010007001016,12001000700,000700,6395,19240,1305,19984,5284
715 SW 10TH ST,120010002006013,12001000200,000200,6671,7174,282,11678,6534
1126 NW 16TH AVE,120010003011025,12001000301,000301,4355,20845,615,19201,3871
3466 SW 24TH AVE,120010015212000,12001001521,001521,4229,17670,527,16308,3882
8223 NW 53RD STREET,NA,NA,NA,NA,NA,NA,NA,NA
120 W UNIVERSITY AVE,120010022172000,12001002217,002217,5724,19446,1168,16964,4399
1204 NW 18TH AVE,120010003011025,12001000301,000301,4355,20845,615,19201,3871
725 NW 18TH TERR,120010010004010,12001001000,001000,5596,16646,783,37463,5223
996 SW 16TH AVENUE,120010008061003,12001000806,000806,2414,17448,263,19195,2268
2904 NE 10TH ST,120010004004010,12001000400,000400,6655,23015,1246,18756,4711
NE 5TH AVE AT WALDO RD,NA,NA,NA,NA,NA,NA,NA,NA
705 NW 34TH ST,120010010002018,12001001000,001000,5596,16646,783,37463,5223
510 NORTHEAST 6TH AVENUE,120010005005010,12001000500,000500,5171,24516,872,30253,4560
307 SW 40TH TERRACE,120010016042018,12001001604,001604,8129,18544,918,20622,7700
4896-4898 NORTHWEST 48 PLACE,120010018113015,12001001811,001811,6890,38813,1697,46540,5761
527-537 NW 35TH TERRACE,120010016031005,12001001603,001603,1467,17042,213,24036,1311
221-229 NW 7TH AVE,120010002001008,12001000200,000200,6671,7174,282,11678,6534
2040 NW 6TH ST,120010003011015,12001000301,000301,4355,20845,615,19201,3871
2015 NW 3RD PLACE,120010010004040,12001001000,001000,5596,16646,783,37463,5223
1005 NE 14TH AVE,120010005002015,12001000500,000500,5171,24516,872,30253,4560
310 NW 7TH AVE,120010002001001,12001000200,000200,6671,7174,282,11678,6534
"3630 SW 47TH AVE
GAINESVILLE FL 32608
UNITED STATES",120010022191011,12001002219,002219,6838,25614,1400,21515,5055
4402 NW 20TH DRIVE,120010012031008,12001001203,001203,3542,33315,673,28551,2975
1843 NE 16TH WAY,120010004002014,12001000400,000400,6655,23015,1246,18756,4711
4149 NW 34TH DR,120010012011023,12001001201,001201,3421,32714,964,32910,2912
3406-3498 NW 19TH ST,120010012031041,12001001203,001203,3542,33315,673,28551,2975
NE 16TH AVE AND N MAIN ST,120010003011002,12001000301,000301,4355,20845,615,19201,3871
832 NW 10TH AVE GAINESVILLE 32601 UNITED STATES,120010003012038,12001000301,000301,4355,20845,615,19201,3871
SW 62ND,NA,NA,NA,NA,NA,NA,NA,NA
3842 W NEWBERRY RD,120010016031030,12001001603,001603,1467,17042,213,24036,1311
4322 NW 20TH ST,120010012031006,12001001203,001203,3542,33315,673,28551,2975
2474 NW 31ST AVE,120010012022013,12001001202,001202,7309,33838,1572,39611,6253
3524 SW 30TH TER,120010015172000,12001001517,001517,4969,17613,455,15437,4546
513 NE 9TH ST,120010005004015,12001000500,000500,5171,24516,872,30253,4560
610 NORTHWEST 34TH AVENUE,120010003023010,12001000302,000302,2343,24292,414,25223,1967
1110 NW 42 AVENUE,120010003022011,12001000302,000302,2343,24292,414,25223,1967
3535 NW 30TH BLVD,120010011001014,12001001100,001100,7143,40000,1752,39743,5676
2823 SW 40TH AVE,120010015172008,12001001517,001517,4969,17613,455,15437,4546
20 SW 1ST AVE,120010005001060,12001000500,000500,5171,24516,872,30253,4560
5270 FLORIDA 121,120010015191006,12001001519,001519,2877,10892,225,12055,2801
NW 19TH WAY & NW 27TH TER,NA,NA,NA,NA,NA,NA,NA,NA
910 NW 10TH AVE,120010003012038,12001000301,000301,4355,20845,615,19201,3871
ARCHER RD JUST EAST OF GALE LEMERAND IN FRONT OF SHANDS MEDICAL PLAZA,NA,NA,NA,NA,NA,NA,NA,NA
2000 SW 13TH ST,120010008091008,12001000809,000809,1231,24085,125,24212,1159
EAST UNIVERTY AVE AND NE 8TH ST,NA,NA,NA,NA,NA,NA,NA,NA
744 NW 6TH ST,120010002001003,12001000200,000200,6671,7174,282,11678,6534
605 NE 9TH ST,120010005004010,12001000500,000500,5171,24516,872,30253,4560
3593-3599 WINDMEADOWS BOULEVARD,120010015213020,12001001521,001521,4229,17670,527,16308,3882
540 NE 2 AVE,120010005005037,12001000500,000500,5171,24516,872,30253,4560
1500 NW 45TH AVE,120010012031001,12001001203,001203,3542,33315,673,28551,2975
3737 SW 42ND AVE,NA,NA,NA,NA,NA,NA,NA,NA
520 SOUTHWEST 7TH AVENUE,120010002002030,12001000200,000200,6671,7174,282,11678,6534
3436 SW 42ND AVE,120010015191006,12001001519,001519,2877,10892,225,12055,2801
500-598 SE 3RD ST,120010005001100,12001000500,000500,5171,24516,872,30253,4560
2513 NW 31ST AVE,120010011004000,12001001100,001100,7143,40000,1752,39743,5676
819-999 NW 16TH AVE,120010003012008,12001000301,000301,4355,20845,615,19201,3871
3900-3998 NORTHWEST 8TH AVENUE,120010017021028,12001001702,001702,5622,38289,1352,40794,4560
4008 SW 26TH TER,120010015162004,12001001516,001516,2134,14117,217,14493,1988
1756 NORTHWEST 10TH AVENUE,120010010001018,12001001000,001000,5596,16646,783,37463,5223
4806 NW 73RD AVE,120010018131012,12001001813,001813,3584,51856,1037,41584,2735
516 NW 34TH ST,120010016031002,12001001603,001603,1467,17042,213,24036,1311
1126 NORTHWEST 16TH AVENUE,120010003011025,12001000301,000301,4355,20845,615,19201,3871
728 NW 22ND AVE,120010003011006,12001000301,000301,4355,20845,615,19201,3871
12210 SOUTHWEST ARCHER ROAD,120010022191015,12001002219,002219,6838,25614,1400,21515,5055
300 SW 13TH ST,120010007001011,12001000700,000700,6395,19240,1305,19984,5284
1716 NW 3RD AVE,120010010003006,12001001000,001000,5596,16646,783,37463,5223
3440 NW 15TH PL,120010017021007,12001001702,001702,5622,38289,1352,40794,4560
100-142 NE STATE RD 24,NA,NA,NA,NA,NA,NA,NA,NA
3846 NW 14TH PL,120010017021022,12001001702,001702,5622,38289,1352,40794,4560
6125 NW 18TH DRIVE,120010019082015,12001001908,001908,4649,25531,1028,22191,3668
3806 SOUTHWEST 4TH PLACE,120010016042019,12001001604,001604,8129,18544,918,20622,7700
2200 NW 21ST AVE,120010011003013,12001001100,001100,7143,40000,1752,39743,5676
2917 NE 10TH ST,120010004004013,12001000400,000400,6655,23015,1246,18756,4711
100-160 NORTHWEST 27TH STREET,NA,NA,NA,NA,NA,NA,NA,NA
3604 NW 30 PL,120010011001002,12001001100,001100,7143,40000,1752,39743,5676
262 VILLAGE DR,NA,NA,NA,NA,NA,NA,NA,NA
3101 CLARK BUTLER BLVD,NA,NA,NA,NA,NA,NA,NA,NA
103 NW 23RD DR,120010010002024,12001001000,001000,5596,16646,783,37463,5223
NW 34 ST & NW 8 AVE,NA,NA,NA,NA,NA,NA,NA,NA
682 SOUTHWEST 12TH STREET,120010002006004,12001000200,000200,6671,7174,282,11678,6534
5526 NW 30TH TERRACE,120010018031006,12001001803,001803,5457,28901,1280,30587,4622
625 NW 12TH DR,120010002003006,12001000200,000200,6671,7174,282,11678,6534
1507 NW 7TH AVE,120010010004012,12001001000,001000,5596,16646,783,37463,5223
920 NW 20TH STREET,120010010001012,12001001000,001000,5596,16646,783,37463,5223
3125 SR121,NA,NA,NA,NA,NA,NA,NA,NA
NW 21ST AVENUE AND NW 7TH TERRACE,NA,NA,NA,NA,NA,NA,NA,NA
314-398 NE 5TH AVE,120010005005020,12001000500,000500,5171,24516,872,30253,4560
3414 SOUTHWEST ARCHER ROAD,120010015213020,12001001521,001521,4229,17670,527,16308,3882
1105 6TH ST,120010005003008,12001000500,000500,5171,24516,872,30253,4560
800 NW 6TH ST,120010003012063,12001000301,000301,4355,20845,615,19201,3871
3715 NW 12TH AVE,120010017021007,12001001702,001702,5622,38289,1352,40794,4560
2256-2298 NW 13TH ST,120010022043021,12001002204,002204,11308,41581,2960,39366,8593
